iyear,region,region_txt,city,crit1,crit2,crit3,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,nkill,nwound
2012,6,South Asia,Musa Qala district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,5.0,0.0
2012,6,South Asia,Mirmandab,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,5.0,15.0
2012,6,South Asia,Kabul,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1.0,0.0
2012,6,South Asia,Kandahar,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,5.0,6.0
2012,6,South Asia,Kandahar,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,6.0
2012,6,South Asia,Sheberghan,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,26.0
2012,6,South Asia,Ghazni,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,1.0
2012,6,South Asia,Alam Khel,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3.0,0.0
2012,6,South Asia,Zhari district,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,2.0
2012,6,South Asia,Adraskan district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,0.0
2012,6,South Asia,Aybak,1,1,1,1,Assassination,2,Government (General),6,Explosives,24.0,60.0
2012,6,South Asia,Kandahar,1,1,1,1,Assassination,3,Police,5,Firearms,1.0,0.0
2012,6,South Asia,Shindand,1,1,1,1,Assassination,2,Government (General),5,Firearms,2.0,0.0
2012,6,South Asia,Shinwari,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,0.0
2012,6,South Asia,Shinwari,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,5.0
2012,6,South Asia,Baghlan,1,1,1,1,Assassination,2,Government (General),6,Explosives,0.0,2.0
2012,6,South Asia,Karukh,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,2.0,2.0
2012,6,South Asia,Kunduz,1,1,1,1,Assassination,2,Government (General),6,Explosives,0.0,3.0
2012,6,South Asia,Spin Boldak,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3.0,3.0
2012,6,South Asia,Wama,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,2.0
2012,6,South Asia,Aybak,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,0.0,0.0
2012,6,South Asia,Karez I Qala,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,8.0,6.0
2012,6,South Asia,Sarab,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,2.0
2012,6,South Asia,Unknown,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,3.0,4.0
2012,6,South Asia,Sarab,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,6.0,0.0
2012,6,South Asia,Khogyani,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4.0,2.0
2012,6,South Asia,Jalrez,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,6,Explosives,5.0,0.0
2012,6,South Asia,Maruf,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3.0,0.0
2012,6,South Asia,Siah Gerd,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,3.0,0.0
2012,6,South Asia,Bagh-e Shamal,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4.0,0.0
2012,6,South Asia,Taywara,1,1,1,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives,7.0,0.0
2012,6,South Asia,Chahar Dara,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4.0,0.0
2012,6,South Asia,Karukh,1,1,1,2,Armed Assault,1,Business,5,Firearms,6.0,2.0
2012,6,South Asia,Gomal,1,1,1,2,Armed Assault,3,Police,5,Firearms,40.0,16.0
2012,6,South Asia,Chaki Wardak,1,1,1,1,Assassination,2,Government (General),5,Firearms,2.0,0.0
2012,6,South Asia,Gereshk,1,1,1,2,Armed Assault,3,Police,5,Firearms,6.0,0.0
2012,6,South Asia,Hesarak,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,3.0
2012,6,South Asia,Jalrez,1,1,1,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,4.0,0.0
2012,6,South Asia,Shamazai,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,3.0,0.0
2012,6,South Asia,Chapahar,1,1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,0.0,19.0
2012,6,South Asia,Ghurmach,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,3.0,0.0
2012,6,South Asia,Shigal,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Explosives,0.0,0.0
2012,6,South Asia,Dangam,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Explosives,0.0,0.0
2012,6,South Asia,Marawara,1,1,1,2,Armed Assault,3,Police,6,Explosives,1.0,3.0
2012,6,South Asia,Chawkay,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Explosives,0.0,0.0
2012,6,South Asia,Asadabad,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Explosives,1.0,0.0
2012,6,South Asia,Do Abi,1,1,1,2,Armed Assault,2,Government (General),6,Explosives,8.0,31.0
2012,6,South Asia,Gulran district,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3.0,0.0
2012,6,South Asia,Charsada district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,3.0
2012,6,South Asia,Paghmam,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,8.0,5.0
2012,6,South Asia,Unknown,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,1.0,12.0
2012,6,South Asia,Bala Buluk district,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,5.0,6.0
2012,6,South Asia,Gosfandi,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,3.0,0.0
2012,6,South Asia,Jaji Maydan district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,4.0
2012,6,South Asia,Musa Qala,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,6.0,5.0
2012,6,South Asia,Delaram,1,1,1,2,Armed Assault,3,Police,5,Firearms,10.0,0.0
2012,6,South Asia,Gardez,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4.0,2.0
2012,6,South Asia,Jambaran,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,1.0,1.0
2012,6,South Asia,Alishing,1,1,1,1,Assassination,2,Government (General),6,Explosives,4.0,0.0
2012,6,South Asia,Taluqan,1,1,1,1,Assassination,2,Government (General),6,Explosives,5.0,0.0
2012,6,South Asia,Gereshk,1,1,1,1,Assassination,1,Business,5,Firearms,1.0,0.0
2012,6,South Asia,Zaranj,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,11.0,37.0
2012,6,South Asia,Zaranj,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,11.0,37.0
2012,6,South Asia,Zaranj,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,11.0,36.0
2012,6,South Asia,Kajaki,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4.0,0.0
2012,6,South Asia,Sheghnan,1,1,1,1,Assassination,2,Government (General),5,Firearms,4.0,0.0
2012,6,South Asia,Khost,1,1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,0.0,9.0
2012,6,South Asia,Shindand,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4.0,12.0
2012,6,South Asia,Lashkar Gah,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,2.0,7.0
2012,6,South Asia,Farah,1,1,1,2,Armed Assault,2,Government (General),5,Firearms,2.0,0.0
2012,6,South Asia,Gardez,1,1,1,1,Assassination,2,Government (General),6,Explosives,3.0,0.0
2012,6,South Asia,Bakwa district,1,1,1,7,Facility/Infrastructure Attack,4,Military,8,Incendiary,3.0,1.0
2012,6,South Asia,Ahmad Khel,1,1,1,6,Hostage Taking (Kidnapping),4,Military,5,Firearms,4.0,0.0
2012,6,South Asia,Zamindawar,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,17.0,0.0
2012,6,South Asia,Kandahar,1,1,1,1,Assassination,3,Police,6,Explosives,5.0,20.0
2012,6,South Asia,Ghazni,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4.0,1.0
2012,6,South Asia,Nawabad,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
2012,6,South Asia,Panjwai,1,1,1,6,Hostage Taking (Kidnapping),3,Police,9,Melee,1.0,0.0
2012,6,South Asia,Saydabad,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,14.0,69.0
2012,6,South Asia,Zhari district,1,1,1,7,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary,0.0,0.0
2012,6,South Asia,Nawa-i-Barakzayi district,1,1,1,2,Armed Assault,2,Government (General),5,Firearms,1.0,0.0
2012,6,South Asia,Kamdesh,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,5.0,6.0
2012,6,South Asia,Marjah,1,1,1,2,Armed Assault,3,Police,5,Firearms,6.0,3.0
2012,6,South Asia,Tagab district,1,1,1,1,Assassination,2,Government (General),5,Firearms,8.0,0.0
2012,6,South Asia,Dur Baba,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,26.0,50.0
2012,6,South Asia,Andkhoy,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,1.0
2012,6,South Asia,Ghazni,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,0.0
2012,6,South Asia,Gerda Serai,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,5.0,0.0
2012,6,South Asia,Kabul,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,7.0,4.0
2012,6,South Asia,Farah,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1.0,8.0
2012,6,South Asia,Farah,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0.0,8.0
2012,6,South Asia,Kunduz,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,17.0,21.0
2012,6,South Asia,Gereshk,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,12.0,0.0
2012,6,South Asia,Ghorabad,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,0.0,1.0
2012,6,South Asia,Kandahar,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4.0,5.0
2012,6,South Asia,Kamdesh,1,1,1,2,Armed Assault,3,Police,5,Firearms,10.0,3.0
2012,6,South Asia,Deh Rahwod,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,5.0,0.0
2012,6,South Asia,Nawa,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,5.0,7.0
2012,6,South Asia,Khak-e Chupan,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1.0,3.0
2012,6,South Asia,Guzara,1,1,1,2,Armed Assault,4,Military,5,Firearms,1.0,0.0
2012,6,South Asia,Shahjoy,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2.0,3.0
2012,6,South Asia,Memla,1,1,1,2,Armed Assault,3,Police,6,Explosives,1.0,1.0
2012,6,South Asia,Musa Qala district,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,2.0
2012,6,South Asia,Kamdesh,1,1,1,2,Armed Assault,3,Police,5,Firearms,10.0,3.0
2012,6,South Asia,Bazarak,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,0.0,0.0
2012,6,South Asia,Bala Buluk district,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,2.0
2012,6,South Asia,Khogyani,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,0.0
2012,6,South Asia,Adraskan district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,2.0,2.0
2012,6,South Asia,Qarghai,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,2.0,0.0
2012,6,South Asia,Ghourian,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,8.0
2012,6,South Asia,Warduj district,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,6.0
2012,6,South Asia,Ghourian,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,3.0
2012,6,South Asia,Musa Qala district,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,0.0
2012,6,South Asia,Khost,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,21.0,57.0
2012,6,South Asia,Tarin Kot,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,2.0,6.0
2012,6,South Asia,Manogai,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,3.0,0.0
2012,6,South Asia,Farah,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2.0,4.0
2012,6,South Asia,Ghazni,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,2.0,0.0
2012,6,South Asia,Shindand district,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,0.0
2012,6,South Asia,Kajaki,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,0.0
2012,6,South Asia,Lashkar Gah,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,3.0,15.0
2012,6,South Asia,Lashkar Gah,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0.0,3.0
2012,6,South Asia,Lal Pur,1,1,1,2,Armed Assault,3,Police,5,Firearms,5.0,0.0
2012,6,South Asia,Tarin Kot,1,1,1,2,Armed Assault,15,Religious Figures/Institutions,5,Firearms,1.0,0.0
2012,6,South Asia,Dashti Archi district,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,0.0
2012,6,South Asia,Maydan Shahr,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,2.0,2.0
2012,6,South Asia,Nad Ali,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,6.0,0.0
2012,6,South Asia,Ghandak,1,1,1,3,Bombing/Explosion,8,Educational Institution,6,Explosives,0.0,0.0
2012,6,South Asia,Shor Tepa,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,2.0,5.0
2012,6,South Asia,Kajaki,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1.0,1.0
2012,6,South Asia,Ghazni,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,9.0
2012,6,South Asia,Maruf district,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,7.0,3.0
2012,6,South Asia,Shekh Ali,1,1,1,2,Armed Assault,2,Government (General),6,Explosives,0.0,0.0
2012,6,South Asia,Jaghatu,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3.0,0.0
2012,6,South Asia,Dagyan,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,0.0
2012,6,South Asia,Jalalabad,1,1,1,1,Assassination,2,Government (General),5,Firearms,0.0,1.0
2012,6,South Asia,Kajaki,1,1,1,2,Armed Assault,3,Police,5,Firearms,6.0,8.0
2012,6,South Asia,Gereshk,1,1,1,2,Armed Assault,3,Police,5,Firearms,6.0,0.0
2012,6,South Asia,Khaki Safed district,1,1,1,2,Armed Assault,8,Educational Institution,5,Firearms,1.0,0.0
2012,6,South Asia,Dawlatabad,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,19.0,16.0
2012,6,South Asia,Jaji Maydan district,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,0.0
2012,6,South Asia,Sangin district,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,2.0,0.0
2012,6,South Asia,Bagram,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,0.0,0.0
2012,6,South Asia,Chapahar,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,0.0
2012,6,South Asia,Garmsir,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1.0,0.0
2012,6,South Asia,Mando Zayi,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,2.0,4.0
2012,6,South Asia,Zara Marko,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0.0,0.0
2012,6,South Asia,Pur Chaman,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,1.0,2.0
2012,6,South Asia,Pashtun Kot,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,32.0,0.0
2012,6,South Asia,Muqur,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2.0,3.0
2012,6,South Asia,Maymana,1,1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,42.0,50.0
2012,6,South Asia,Unknown,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0.0,0.0
2012,6,South Asia,Ghazni,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,5.0,0.0
2012,6,South Asia,Maymana,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,0.0
2012,6,South Asia,Jaghatu,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0.0,6.0
2012,6,South Asia,Salang,1,1,1,2,Armed Assault,4,Military,5,Firearms,1.0,2.0
2012,6,South Asia,Deh Rahwod,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,0.0,0.0
2012,6,South Asia,Musa Qala district,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,10.0,1.0
2012,6,South Asia,Musa Qala district,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1.0,4.0
2012,6,South Asia,Shahjoy district,1,1,1,2,Armed Assault,3,Police,5,Firearms,7.0,0.0
2012,6,South Asia,Ghaziabad,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,3.0
2012,6,South Asia,Nahri Saraj district,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,0.0
2012,6,South Asia,Karwangah,1,1,1,1,Assassination,3,Police,5,Firearms,1.0,2.0
2012,6,South Asia,Maruf district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,1.0
2012,6,South Asia,Shirin Tagab district,1,1,1,2,Armed Assault,3,Police,5,Firearms,8.0,0.0
2012,6,South Asia,Kandahar,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4.0,2.0
2012,6,South Asia,Musa Qala district,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,10.0,7.0
2012,6,South Asia,Kekar Dakjar district,1,1,1,1,Assassination,2,Government (General),6,Explosives,0.0,1.0
2012,6,South Asia,Qala-i-Kah district,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
2012,6,South Asia,Saberi district,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,6.0,0.0
2012,6,South Asia,Mama Kariz,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3.0,2.0
2012,6,South Asia,Sozma Qala district,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,0.0
2012,6,South Asia,Puli Alam,1,1,1,2,Armed Assault,4,Military,5,Firearms,2.0,0.0
2012,6,South Asia,Warduj district,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,8.0
2012,6,South Asia,Zaranj,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
2012,6,South Asia,Missezai,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,17.0,9.0
2012,6,South Asia,Mihtarlam,1,1,1,2,Armed Assault,3,Police,5,Firearms,8.0,12.0
2012,6,South Asia,Islam Kala,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,3.0
2012,6,South Asia,Khanabad district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,4.0
2012,6,South Asia,Farah,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,0.0
2012,6,South Asia,Pashtun Kot district,1,1,1,1,Assassination,22,Violent Political Party,5,Firearms,1.0,1.0
2012,6,South Asia,Kabul,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,3.0,6.0
2012,6,South Asia,Atghar district,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,0.0
2012,6,South Asia,Nad Ali,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,3.0,0.0
2012,6,South Asia,Musa Qala district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,5.0,0.0
2012,6,South Asia,Maydan Shahr,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,4.0,90.0
2012,6,South Asia,Chawk-e-Sargardan,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2.0,18.0
2012,6,South Asia,Kandahar,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,1.0,7.0
2012,6,South Asia,Naw Zad district,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4.0,0.0
2012,6,South Asia,Nahri Saraj district,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,4.0,0.0
2012,6,South Asia,Deh Rahwod,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,10.0,8.0
2012,6,South Asia,Deh Rahwod,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4.0,4.0
2012,6,South Asia,Barg-e- Matal,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,0.0
2012,6,South Asia,Tarin Kot,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,5.0,8.0
2012,6,South Asia,Shembavot,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0.0,14.0
2012,6,South Asia,Zhari district,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,0.0
2012,6,South Asia,Mahmud Raqi,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1.0,0.0
2012,6,South Asia,Ghourian,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,0.0
2012,6,South Asia,Kabul,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,1.0,1.0
2012,6,South Asia,Zazi Aryub,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2.0,3.0
2012,6,South Asia,Bak,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,2.0,9.0
2012,6,South Asia,Ghorak,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2.0,2.0
2012,6,South Asia,Bak,1,1,1,2,Armed Assault,14,Private Citizens & Property,9,Melee,1.0,0.0
2012,6,South Asia,Chahar Burjak,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4.0,1.0
2012,6,South Asia,Adraskan district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,0.0
2012,6,South Asia,Naw Zad district,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,0.0
2012,6,South Asia,Kandahar,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,4.0,18.0
2012,6,South Asia,Do Ab,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,1.0
2012,6,South Asia,Do Ab,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,1.0
2012,6,South Asia,Dushi district,1,1,1,7,Facility/Infrastructure Attack,4,Military,5,Firearms,0.0,0.0
2012,6,South Asia,Kabul,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,12.0,15.0
2012,6,South Asia,Kunduz,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,3.0
2012,6,South Asia,Do Ab,1,1,1,2,Armed Assault,4,Military,5,Firearms,3.0,2.0
2012,6,South Asia,Spin Boldak,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,3.0
2012,6,South Asia,Qalat,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,0.0
2012,6,South Asia,Darzab,1,1,1,2,Armed Assault,3,Police,5,Firearms,5.0,0.0
2012,6,South Asia,Khost,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,4.0,6.0
2012,6,South Asia,Dawlatabad district,1,1,1,2,Armed Assault,2,Government (General),5,Firearms,1.0,1.0
2012,6,South Asia,Tarin Kot,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,3.0
2012,6,South Asia,Dusang,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,2.0
2012,6,South Asia,Bihsud district,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,1.0,0.0
2012,6,South Asia,Khaki Safed,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,3.0
2013,6,South Asia,Unknown,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,6.0
2013,6,South Asia,Shukvani,1,1,1,2,Armed Assault,4,Military,5,Firearms,0.0,0.0
2013,6,South Asia,Want Waigal district,1,1,1,2,Armed Assault,2,Government (General),8,Incendiary,0.0,0.0
2013,6,South Asia,Shinwari district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,3.0
2013,6,South Asia,Khas Uruzgan district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4.0,1.0
2013,6,South Asia,Waygal,1,1,1,7,Facility/Infrastructure Attack,2,Government (General),8,Incendiary,0.0,0.0
2013,6,South Asia,Waygal District,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
2013,6,South Asia,Shindand district,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,3.0
2013,6,South Asia,Spin Boldak district,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,7.0,15.0
2013,6,South Asia,Farah,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,1.0
2013,6,South Asia,Khogyani,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,1.0
2013,6,South Asia,Archi District,1,1,1,2,Armed Assault,17,Terrorists/Non-State Militia,5,Firearms,2.0,0.0
2013,6,South Asia,Morghab district,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,3.0
2013,6,South Asia,Ab Kamari district,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,3.0
2013,6,South Asia,Alingar district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,3.0,0.0
2013,6,South Asia,Durna,1,1,1,2,Armed Assault,3,Police,5,Firearms,5.0,4.0
2013,6,South Asia,Zaranj,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,2.0
2013,6,South Asia,Meiana area,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,4.0,0.0
2013,6,South Asia,Kabul,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,7.0,30.0
2013,6,South Asia,Kabul,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,8.0,10.0
2013,6,South Asia,Basolan area,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,2.0,1.0
2013,6,South Asia,Herat,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,8.0
2013,6,South Asia,Mazari Sharif,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,1.0
2013,6,South Asia,Jado Khail,1,1,1,3,Bombing/Explosion,4,Military,6,Explosives,6.0,15.0
2013,6,South Asia,Kunduz,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,11.0,18.0
2013,6,South Asia,Kandahar,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,10.0,6.0
2013,6,South Asia,Qala Kah district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,2.0,0.0
