iyear,region,region_txt,city,crit1,crit2,crit3,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,nkill,nwound
1984,3,South America,Landazuri,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,5.0,0.0
1984,3,South America,Saravena,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,8.0,0.0
1984,3,South America,La Colorada,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,2.0,0.0
1984,3,South America,Pradera,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,6.0,0.0
1984,3,South America,Argelia district,1,1,1,1,Assassination,3,Police,5,Firearms,2.0,0.0
1984,3,South America,Acevedo,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,0.0,1.0
1984,3,South America,Miraflores,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,4.0
1984,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,3.0
1984,3,South America,Cali,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1984,3,South America,Unknown,1,1,1,2,Armed Assault,6,Airports & Aircraft,5,Firearms,0.0,2.0
1984,3,South America,Caucasia district,1,1,1,1,Assassination,1,Business,5,Firearms,1.0,1.0
1985,3,South America,Bogota,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,0.0,0.0
1985,3,South America,Medellin,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0.0,0.0
1985,3,South America,Medellin,1,1,1,3,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives,0.0,0.0
1985,3,South America,Medellin,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1985,3,South America,Medellin,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1985,3,South America,Medellin,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,1.0
1985,3,South America,Medellin,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1985,3,South America,Medellin,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,1.0,0.0
1985,3,South America,El Rifergio,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,4.0,0.0
1985,3,South America,Yumbo,1,1,1,3,Bombing/Explosion,3,Police,5,Firearms,1.0,4.0
1985,3,South America,Bogota,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,0.0,0.0
1985,3,South America,Bogota,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,4.0,0.0
1985,3,South America,Santander de Quilichao,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,5.0,0.0
1985,3,South America,Piendamo,1,1,1,3,Bombing/Explosion,3,Police,5,Firearms,12.0,14.0
1985,3,South America,Paz de Ariporo,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,5.0,0.0
1986,3,South America,Unknown,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,8.0,0.0
1986,3,South America,Turbo,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,1.0,9.0
1986,3,South America,Arauca,1,1,1,3,Bombing/Explosion,3,Police,5,Firearms,3.0,0.0
1986,3,South America,Chimichagua,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,8.0,0.0
1986,3,South America,Briceno,1,1,1,1,Assassination,1,Business,5,Firearms,2.0,0.0
1986,3,South America,Briceno,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,7.0,0.0
1986,3,South America,Unknown,1,1,1,2,Armed Assault,1,Business,5,Firearms,10.0,0.0
1986,3,South America,San Fernando,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,10.0,0.0
1986,3,South America,Maceo,1,1,1,1,Assassination,1,Business,5,Firearms,1.0,0.0
1986,3,South America,Puerto Boyaca,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,1.0,0.0
1986,3,South America,San Pablo,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,4.0,0.0
1986,3,South America,Bucaramanga,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
1986,3,South America,Bucaramanga,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,0.0,0.0
1986,3,South America,Barbosa,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
1986,3,South America,Berbeo,1,1,1,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,5,Firearms,0.0,0.0
1987,3,South America,Cunday,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,7.0
1987,3,South America,Bogota,1,1,1,6,Hostage Taking (Kidnapping),3,Police,5,Firearms,0.0,0.0
1987,3,South America,La Paz,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,9.0,0.0
1987,3,South America,Pereira,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,4.0
1987,3,South America,Arenal,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1.0,0.0
1987,3,South America,san martin,1,1,1,1,Assassination,15,Religious Figures/Institutions,5,Firearms,1.0,0.0
1987,3,South America,Bucaramanga,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,0.0
1987,3,South America,El Retorno,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,16.0,0.0
1987,3,South America,Bajo Anchicaya,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,3.0,0.0
1987,3,South America,Labrazagrande,1,1,1,1,Assassination,3,Police,5,Firearms,2.0,0.0
1987,3,South America,Rivera,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,2.0,0.0
1987,3,South America,Calamar,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
1987,3,South America,Nunchia,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,4.0,2.0
1987,3,South America,apartado,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,1.0,2.0
1987,3,South America,El Retorno,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,4.0
1987,3,South America,San Carlos,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,0.0
1987,3,South America,Medellin del Ariari,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1987,3,South America,Santa Elena,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,2.0,0.0
1987,3,South America,Montelibano,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,4.0,3.0
1987,3,South America,Tamara,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,4.0,0.0
1987,3,South America,Doncello,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,5.0
1987,3,South America,Puerto Berrio,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,4.0,0.0
1987,3,South America,La Montanita,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,5.0,2.0
1987,3,South America,Guayabal de Upia,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,4.0,0.0
1988,3,South America,Gaitania,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,2.0,5.0
1988,3,South America,San Pablo,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,6.0,0.0
1988,3,South America,Rio Negro,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,2.0,0.0
1988,3,South America,Bucaramanga district,1,1,1,3,Bombing/Explosion,3,Police,5,Firearms,8.0,2.0
1988,3,South America,Caracoli district,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,8.0,0.0
1988,3,South America,Puerto Limon,1,1,1,2,Armed Assault,3,Police,5,Firearms,5.0,0.0
1988,3,South America,La Pinalera,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,16.0,0.0
1988,3,South America,El Filo,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,8.0,0.0
1988,3,South America,San Antonio Del Pescado,1,1,1,3,Bombing/Explosion,3,Police,5,Firearms,0.0,0.0
1988,3,South America,El Diviso,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
1988,3,South America,Mitu,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,4.0,10.0
1988,3,South America,Unknown,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,4.0,0.0
1988,3,South America,Santander de Quilichao,1,1,1,1,Assassination,1,Business,5,Firearms,0.0,2.0
1988,3,South America,Currulao,1,1,1,2,Armed Assault,2,Government (General),5,Firearms,0.0,5.0
1988,3,South America,La Belleza,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,0.0,0.0
1988,3,South America,Sucre,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,0.0
1988,3,South America,Puerto Asis,1,1,1,1,Assassination,3,Police,5,Firearms,3.0,0.0
1988,3,South America,La Granja,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1988,3,South America,San Martin district,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,0.0,0.0
1988,3,South America,Cantagallo,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,6.0,0.0
1988,3,South America,San Pablo,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,1.0,0.0
1988,3,South America,Pitalito,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,1.0,6.0
1988,3,South America,Gigante,1,1,1,1,Assassination,3,Police,5,Firearms,1.0,0.0
1988,3,South America,Algeciras,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,0.0
1988,3,South America,Carepa,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1988,3,South America,Apartado,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1988,3,South America,San Pablo,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,7.0,0.0
1988,3,South America,La Tipa,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,0.0,0.0
1988,3,South America,Patia,1,1,1,2,Armed Assault,3,Police,5,Firearms,6.0,0.0
1988,3,South America,El Bordo,1,1,1,2,Armed Assault,3,Police,5,Firearms,4.0,0.0
1988,3,South America,Pore,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,7.0,2.0
1988,3,South America,Milan,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1.0,6.0
1988,3,South America,Bogota,1,1,1,1,Assassination,2,Government (General),6,Explosives,3.0,1.0
1988,3,South America,Simiti,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,5,Firearms,5.0,0.0
1989,3,South America,Puerto Nare,1,1,1,2,Armed Assault,1,Business,5,Firearms,4.0,0.0
1989,3,South America,Santa Maria,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,1.0
1989,3,South America,Rovira,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,2.0
1989,3,South America,La Pena,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,2.0,0.0
1989,3,South America,Yarima,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,6.0,1.0
1989,3,South America,Unknown,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,0.0,0.0
1989,3,South America,Medellin,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
1989,3,South America,Palestina,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
1989,3,South America,Maceo,1,1,1,1,Assassination,3,Police,5,Firearms,1.0,0.0
1989,3,South America,San Antonio,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,8.0,0.0
1989,3,South America,Trinidad,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,1.0
1989,3,South America,Beltran,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,0.0
1990,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1990,3,South America,Puerto Inirida,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,10.0,0.0
1990,3,South America,Sanjandi,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1990,3,South America,Sanjandi,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1990,3,South America,Patia,1,1,1,7,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary,0.0,0.0
1990,3,South America,Patia,1,1,1,2,Armed Assault,1,Business,8,Incendiary,0.0,0.0
1990,3,South America,Quebrada Honda,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,4.0
1990,3,South America,Vegalarga,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,10.0
1990,3,South America,Tunja,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1990,3,South America,Los Pinos,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,0.0,0.0
1990,3,South America,Puerto Rico,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,18.0
1990,3,South America,Siberia,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,0.0,0.0
1990,3,South America,Unknown,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,8.0,0.0
1990,3,South America,Chameza,1,1,1,5,Hostage Taking (Barricade Incident),14,Private Citizens & Property,5,Firearms,0.0,0.0
1990,3,South America,Caceres,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,11.0,0.0
1990,3,South America,Neiva,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,7.0,4.0
1990,3,South America,Medellin district,1,1,1,3,Bombing/Explosion,3,Police,5,Firearms,7.0,4.0
1990,3,South America,Unknown,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,0.0,0.0
1990,3,South America,Villagarzon,1,1,1,2,Armed Assault,6,Airports & Aircraft,8,Incendiary,0.0,0.0
1990,3,South America,Florencia district,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1990,3,South America,Cartagena district,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Medellin,1,1,1,1,Assassination,3,Police,5,Firearms,2.0,0.0
1991,3,South America,El Cerrito,1,1,1,1,Assassination,3,Police,5,Firearms,1.0,0.0
1991,3,South America,Matanza,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,0.0
1991,3,South America,Buenaventura district,1,1,1,2,Armed Assault,3,Police,5,Firearms,5.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Toribio district,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,15.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1991,3,South America,San Jose del Guaviare,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,4.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,0.0,0.0
1991,3,South America,San Pedro de la Sierra,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1991,3,South America,Unknown,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
1991,3,South America,Jagua de Ibirico,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
1991,3,South America,Roncesvalles,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,0.0,3.0
1991,3,South America,Puerto Limon,1,1,1,7,Facility/Infrastructure Attack,19,Transportation,8,Incendiary,0.0,0.0
1991,3,South America,Neiva district,1,1,1,7,Facility/Infrastructure Attack,21,Utilities,8,Incendiary,0.0,0.0
1991,3,South America,Orito district,1,1,1,2,Armed Assault,21,Utilities,5,Firearms,0.0,0.0
1991,3,South America,Yondo,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Yondo,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1991,3,South America,San Jose del Guaviare,1,1,1,3,Bombing/Explosion,16,Telecommunication,6,Explosives,1.0,0.0
1991,3,South America,San Jose del Guaviare,1,1,1,2,Armed Assault,6,Airports & Aircraft,5,Firearms,0.0,0.0
1991,3,South America,Barrancabermeja,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,19,Transportation,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,19,Transportation,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,19,Transportation,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,19,Transportation,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,19,Transportation,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,19,Transportation,8,Incendiary,0.0,0.0
1991,3,South America,Totoro,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Tibu,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,0.0,0.0
1991,3,South America,Tibu,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,0.0,0.0
1991,3,South America,Tibu,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Cucuta,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,16,Telecommunication,6,Explosives,0.0,0.0
1991,3,South America,Gorgona,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
1991,3,South America,Guayabetal,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,6.0
1991,3,South America,El Estrecho del Patia,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,1,Business,5,Firearms,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,2,Government (General),6,Explosives,0.0,0.0
1991,3,South America,Bendiciones,1,1,1,7,Facility/Infrastructure Attack,19,Transportation,8,Incendiary,0.0,0.0
1991,3,South America,El Tambo,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,0.0,0.0
1991,3,South America,Unknown,1,1,1,3,Bombing/Explosion,19,Transportation,6,Explosives,0.0,0.0
1991,3,South America,Tragedias de Buenaventura,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,0.0,0.0
1991,3,South America,Barrancabermeja,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1991,3,South America,Unknown,1,1,1,6,Hostage Taking (Kidnapping),10,Journalists & Media,5,Firearms,0.0,0.0
1991,3,South America,La Palma,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,La Palma,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,Purificacion,1,1,1,3,Bombing/Explosion,16,Telecommunication,6,Explosives,0.0,0.0
1991,3,South America,Puente Quetame,1,1,1,7,Facility/Infrastructure Attack,1,Business,8,Incendiary,0.0,0.0
1991,3,South America,El Retorno,1,1,1,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms,5.0,0.0
1991,3,South America,Chigorodo,1,1,1,1,Assassination,2,Government (General),5,Firearms,1.0,0.0
1991,3,South America,Robledo,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,3.0
1991,3,South America,San Jose de Ure,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,6.0
1991,3,South America,Tunungua,1,1,1,2,Armed Assault,15,Religious Figures/Institutions,5,Firearms,5.0,0.0
1991,3,South America,Tamara,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,2.0,8.0
1991,3,South America,San Andres,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,0.0,0.0
1991,3,South America,San Antonio,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,0.0,2.0
1991,3,South America,La Hormiga,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1991,3,South America,La Hormiga,1,1,1,3,Bombing/Explosion,21,Utilities,5,Firearms,0.0,0.0
1991,3,South America,Piedecuesta,1,1,1,1,Assassination,2,Government (General),6,Explosives,0.0,0.0
1991,3,South America,Valencia,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,2.0,2.0
1991,3,South America,Cali district,1,1,1,1,Assassination,2,Government (General),5,Firearms,2.0,0.0
1991,3,South America,Amalfi,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,2.0,3.0
1991,3,South America,Guadalupe district,1,1,1,2,Armed Assault,3,Police,5,Firearms,7.0,0.0
1991,3,South America,Bucaramanga district,1,1,1,1,Assassination,2,Government (General),5,Firearms,2.0,1.0
1991,3,South America,Cali district,1,1,1,2,Armed Assault,2,Government (General),5,Firearms,1.0,6.0
1991,3,South America,Itagui,1,1,1,3,Bombing/Explosion,3,Police,6,Explosives,1.0,2.0
1991,3,South America,San Pablo,1,1,1,1,Assassination,14,Private Citizens & Property,5,Firearms,5.0,0.0
1991,3,South America,Betulia,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,0.0,0.0
1991,3,South America,Acacias district,1,1,1,2,Armed Assault,3,Police,5,Firearms,0.0,0.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,5.0,3.0
1991,3,South America,Quito,1,1,1,4,Hijacking,6,Airports & Aircraft,5,Firearms,0.0,0.0
1991,3,South America,Lejanias district,1,1,1,2,Armed Assault,2,Government (General),5,Firearms,3.0,3.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,2.0
1991,3,South America,Bucarasica,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,5.0,0.0
1991,3,South America,Mocoa,1,1,1,2,Armed Assault,3,Police,5,Firearms,10.0,3.0
1991,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,1.0
1991,3,South America,Bogota,1,1,1,3,Bombing/Explosion,3,Police,5,Firearms,8.0,0.0
1991,3,South America,Piedrancha,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,0.0
1991,3,South America,Chita,1,1,1,2,Armed Assault,14,Private Citizens & Property,6,Explosives,6.0,5.0
1992,3,South America,Bogota,1,1,1,2,Armed Assault,3,Police,5,Firearms,1.0,0.0
1992,3,South America,Unknown,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,0.0
1992,3,South America,Fuente de Oro,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,5.0,1.0
1992,3,South America,Puerto Lleras,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,1.0,0.0
1992,3,South America,Miranda,1,1,1,6,Hostage Taking (Kidnapping),4,Military,5,Firearms,0.0,0.0
1992,3,South America,Cali district,1,1,1,3,Bombing/Explosion,16,Telecommunication,6,Explosives,0.0,0.0
1992,3,South America,Ricaurte district,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1992,3,South America,Unknown,1,1,1,3,Bombing/Explosion,21,Utilities,6,Explosives,0.0,0.0
1992,3,South America,Bogota,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1992,3,South America,Bogota,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1992,3,South America,Cali,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1992,3,South America,Cali,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,3.0,13.0
1992,3,South America,Silvania,1,1,1,2,Armed Assault,3,Police,5,Firearms,2.0,6.0
1992,3,South America,Silvania,1,1,1,2,Armed Assault,3,Police,5,Firearms,6.0,3.0
1992,3,South America,Medellin,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1992,3,South America,Medellin,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1992,3,South America,Medellin,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1992,3,South America,Medellin,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1992,3,South America,Medellin,1,1,1,3,Bombing/Explosion,1,Business,6,Explosives,0.0,0.0
1992,3,South America,Dabeiba,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,3.0,5.0
1992,3,South America,Barranquilla,1,1,1,3,Bombing/Explosion,7,Government (Diplomatic),6,Explosives,0.0,0.0
1992,3,South America,Mesa de Fernandez,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,0.0,0.0
1992,3,South America,El Castillo,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,3.0,6.0
1992,3,South America,Fortul,1,1,1,2,Armed Assault,14,Private Citizens & Property,5,Firearms,3.0,0.0
1992,3,South America,Mapiripan,1,1,1,2,Armed Assault,3,Police,5,Firearms,3.0,4.0
1992,3,South America,El Calvario,1,1,1,3,Bombing/Explosion,14,Private Citizens & Property,6,Explosives,8.0,0.0
